micros,label,CHN0
0,0,0.0000700016401579
1,0,0.0000692799737645
2,0,0.0000702021030449
3,0,0.0000699615475804
4,0,0.0000700417327353
5,0,0.0000701219178901
6,0,0.0000701219178901
7,0,0.0000698813624256
8,0,0.0000701219178901
9,0,0.0000702421956223
10,0,0.0000705629362416
11,0,0.0000701219178901
12,0,0.0000700417327353
13,0,0.0000700417327353
14,0,0.0000699214550030
15,0,0.0000699214550030
16,0,0.0000697610846934
17,0,0.0000705228436642
18,0,0.0000707633991286
19,0,0.0000706030288190
20,0,0.0000701620104675
21,0,0.0000706030288190
22,0,0.0000704827510868
23,0,0.0000704827510868
24,0,0.0000701620104675
25,0,0.0000702421956223
26,0,0.0000700818253127
27,0,0.0000702021030449
28,0,0.0000698412698482
29,0,0.0000701219178901
30,0,0.0000699615475804
31,0,0.0000701620104675
32,0,0.0000705228436642
33,0,0.0000688389554130
34,0,0.0000703624733545
35,0,0.0000700417327353
36,0,0.0000700417327353
37,0,0.0000702021030449
38,0,0.0000701620104675
39,0,0.0000699214550030
40,0,0.0000699214550030
41,0,0.0000704025659320
42,0,0.0000704426585094
43,0,0.0000700417327353
44,0,0.0000706030288190
45,0,0.0000703624733545
46,0,0.0000704827510868
47,0,0.0000704426585094
48,0,0.0000701620104675
49,0,0.0000700016401579
50,0,0.0000702421956223
51,0,0.0000702021030449
52,0,0.0000702021030449
53,0,0.0000701219178901
54,0,0.0000701620104675
55,0,0.0000704426585094
56,0,0.0000705228436642
57,0,0.0000701219178901
58,0,0.0000700417327353
59,0,0.0000701219178901
60,0,0.0000703624733545
61,0,0.0000699214550030
62,0,0.0000700417327353
63,0,0.0000700417327353
64,0,0.0000700417327353
65,0,0.0000724071948025
66,0,0.0000700417327353
67,0,0.0000702021030449
68,0,0.0000699214550030
69,0,0.0000702021030449
70,0,0.0000699214550030
71,0,0.0000704827510868
72,0,0.0000699214550030
73,0,0.0000697209921160
74,0,0.0000697209921160
75,0,0.0000699214550030
76,0,0.0000703624733545
77,0,0.0000704426585094
78,0,0.0000693601589193
79,0,0.0000706431213964
80,0,0.0000704426585094
81,0,0.0000706030288190
82,0,0.0000701219178901
83,0,0.0000701219178901
84,0,0.0000699615475804
85,0,0.0000699214550030
86,0,0.0000701219178901
87,0,0.0000702021030449
88,0,0.0000701620104675
89,0,0.0000701620104675
90,0,0.0000701620104675
91,0,0.0000701620104675
92,0,0.0000704827510868
93,0,0.0000705629362416
94,0,0.0000705228436642
95,0,0.0000703624733545
96,0,0.0000703223807771
97,0,0.0000702021030449
98,0,0.0000705228436642
99,0,0.0000705228436642
100,0,0.0000703624733545
101,0,0.0000701219178901
102,0,0.0000702822881997
103,0,0.0000700417327353
104,0,0.0000699214550030
105,0,0.0000698813624256
106,0,0.0000698813624256
107,0,0.0000698813624256
108,0,0.0000699214550030
109,0,0.0000706431213964
110,0,0.0000705228436642
111,0,0.0000704025659320
112,0,0.0000701219178901
113,0,0.0000700016401579
114,0,0.0000702021030449
115,0,0.0000702021030449
116,0,0.0000706030288190
117,0,0.0000704827510868
118,0,0.0000687587702581
119,0,0.0000703624733545
120,0,0.0000703624733545
121,0,0.0000703624733545
122,0,0.0000702021030449
123,0,0.0000702021030449
124,0,0.0000702021030449
125,0,0.0000702822881997
126,0,0.0000700818253127
127,0,0.0000704426585094
128,0,0.0000703624733545
129,0,0.0000704426585094
130,0,0.0000704426585094
131,0,0.0000701620104675
132,0,0.0000700818253127
133,0,0.0000700417327353
134,0,0.0000700417327353
135,0,0.0000702021030449
136,0,0.0000699615475804
137,0,0.0000702021030449
138,0,0.0000703624733545
139,0,0.0000691196034548
140,0,0.0000704426585094
141,0,0.0000701620104675
142,0,0.0000701219178901
143,0,0.0000702421956223
144,0,0.0000702021030449
145,0,0.0000702822881997
146,0,0.0000701219178901
147,0,0.0000700818253127
148,0,0.0000701219178901
149,0,0.0000701620104675
150,0,0.0000703624733545
151,0,0.0000700417327353
152,0,0.0000701620104675
153,0,0.0000701219178901
154,0,0.0000700016401579
155,0,0.0000701620104675
156,0,0.0000700417327353
157,0,0.0000702021030449
158,0,0.0000703624733545
159,0,0.0000701620104675
160,0,0.0000700417327353
161,0,0.0000699615475804
162,0,0.0000699214550030
163,0,0.0000700417327353
164,0,0.0000701620104675
165,0,0.0000700417327353
166,0,0.0000702822881997
167,0,0.0000702822881997
168,0,0.0000700417327353
169,0,0.0000702021030449
170,0,0.0000700016401579
171,0,0.0000700417327353
172,0,0.0000700016401579
173,0,0.0000701219178901
174,0,0.0000701219178901
175,0,0.0000701620104675
176,0,0.0000700016401579
177,0,0.0000702021030449
178,0,0.0000702021030449
179,0,0.0000700417327353
180,0,0.0000701219178901
181,0,0.0000702822881997
182,0,0.0000703223807771
183,0,0.0000699214550030
184,0,0.0000702822881997
185,0,0.0000697610846934
186,0,0.0000695606218063
187,0,0.0000696408069612
188,0,0.0000704426585094
189,0,0.0000712044174802
190,0,0.0000708435842835
191,0,0.0000705228436642
192,0,0.0000700417327353
193,0,0.0000702822881997
194,0,0.0000702021030449
195,0,0.0000712044174802
196,0,0.0000703624733545
197,0,0.0000702021030449
198,0,0.0000703223807771
199,0,0.0000701219178901
200,0,0.0000702822881997
201,0,0.0000706832139738
202,0,0.0000705228436642
203,0,0.0000705228436642
204,0,0.0000701219178901
205,0,0.0000702021030449
206,0,0.0000702021030449
207,0,0.0000699214550030
208,0,0.0000703223807771
209,0,0.0000701219178901
210,0,0.0000701620104675
211,0,0.0000692799737645
212,0,0.0000700016401579
213,0,0.0000700417327353
214,0,0.0000702021030449
215,0,0.0000700818253127
216,0,0.0000701620104675
217,0,0.0000703624733545
218,0,0.0000702021030449
219,0,0.0000702822881997
220,0,0.0000694002514967
221,0,0.0000701219178901
222,0,0.0000701219178901
223,0,0.0000700818253127
224,0,0.0000701620104675
